year,dunsno,companyname,citycode,streetaddress,city,state,zipcode,zipcode4,yearstarted,sls,slscode,employeesthissite,employeesthissitecode,employeesallsites,employeesallsitescode,sic1,sic2,status,subsidiaryindicator,manufacturing,transactioncode,reportdate,description,sls2018,sls2019,sls2020,sls2021,sls2022,lat,lon,bikestreet,plannedbike,bikes
2023,945598209,CVS PHARMACY INC,439,612 MERRIMON AVE,ASHEVILLE,NC,28804,3426,,0,,4,2,0,,5912,0,2,0,1,3,231015,Drug stores and proprietary stores,0,0,0,0,,35.619771,-82.554842,1,1,0
2023,79873143,MINUTECLINIC LLC,439,612 MERRIMON AVE,ASHEVILLE,NC,28804,3426,,0,,3,0,0,,8011,200,2,0,1,3,230312,Offices and clinics of medical doctors,0,0,0,0,0,35.619771,-82.554842,1,1,0
2023,87884516,FIRST-CITIZENS BANK & TRUST CO,439,625 MERRIMON AVE,ASHEVILLE,NC,28804,3409,,0,,13,2,0,,6022,0,2,0,1,3,231203,State commercial banks,0,0,0,0,0,35.620093,-82.553979,1,1,0
2023,110453469,SOUTHERN STARS LTD,439,600 MERRIMON AVE,ASHEVILLE,NC,28804,3468,1990,94459,2,7,2,7,2,9999,2222,0,0,1,2,210902,Nonclassifiable establishments,,,,94459,94459,35.620241,-82.556674,1,1,0
2023,64715532,HAWTHORNE NORTHSIDE,439,600 MERRIMON AVE,ASHEVILLE,NC,28804,3468,2013,287253,2,4,2,4,2,6513,0,0,0,1,3,231126,Apartment building operators,287253,287253,287253,287253,287253,35.620241,-82.556674,1,1,0
2023,25452508,HOP ICE CREAM CAF LLC,439,640 MERRIMON AVE,ASHEVILLE,NC,28804,3400,2010,1025863,2,15,2,24,2,5812,203,1,0,1,3,231126,Eating places,1036225,1036225,1036225,1139848,1025863,35.6206501,-82.5551344,1,1,0
2023,127663880,PATSYS INCORPORATED,439,640 MERRIMON AVE,ASHEVILLE,NC,28804,3400,1995,94459,2,7,2,7,2,9999,2222,0,0,1,2,210907,Nonclassifiable establishments,,,,94459,,35.6206501,-82.5551344,1,1,0
2023,868614848,MERRIMON PARTNERS,439,640 MERRIMON AVE,ASHEVILLE,NC,28804,3400,2007,161168,2,2,0,2,0,6531,100,0,0,1,3,231126,Real estate agents and managers,118241,118241,161168,161168,,35.6206501,-82.5551344,1,1,0
2023,832621635,SUBWAY OF MERRIMON,439,640 MERRIMON AVE FL 1,ASHEVILLE,NC,28804,3400,1994,359727,2,9,0,9,0,5812,313,0,0,1,3,231029,Eating places,359727,359727,359727,359727,,35.620756,-82.555117,1,1,0
2023,115530202,BRASS TAP INCORPORATED,439,633 MERRIMON AVE,ASHEVILLE,NC,28804,3546,1983,55210,2,3,2,3,2,5813,101,0,0,1,3,220314,Drinking places,,,,94459,55210,35.620826,-82.554298,1,1,0
2023,114978939,ALPINE PHOTOGRAPHY INC,439,633 MERRIMON AVE,ASHEVILLE,NC,28804,3546,2001,46031,2,4,2,4,2,7221,9903,0,0,1,2,231112,"Photographic studios, portrait",,,46031,46031,46031,35.620826,-82.554298,1,1,0
2023,26765984,MARTIN LAW FIRM PA,439,633 MERRIMON AVE,ASHEVILLE,NC,28804,3546,2020,63660,2,2,2,2,2,8111,9902,0,0,1,3,231112,Legal services,,,,57873,63660,35.620826,-82.554298,1,1,0
2023,97123217,VINNIES,439,641 MERRIMON AVE,ASHEVILLE,NC,28804,3541,2019,57404,2,3,2,3,2,8641,503,0,0,1,3,231022,Civic and social associations,,52185,52185,57404,57404,35.62116595,-82.55419164,1,1,0
2023,41043498,MOJO CUCINA INC,439,641 MERRIMON AVE,ASHEVILLE,NC,28804,3541,2000,1229708,2,28,2,28,2,5812,108,0,0,1,3,231119,Eating places,1254676,1254676,1129208,1229708,1229708,35.62116595,-82.55419164,1,1,0
2023,117584442,QAS III INC,439,663 MERRIMON AVE,ASHEVILLE,NC,28804,3541,,0,,16,2,0,,7549,100,2,0,1,3,231205,"Automotive services, nec",,,0,0,0,35.621462,-82.554222,1,1,0
2023,58598704,EASY BREEZE INC,439,663 MERRIMON AVE,ASHEVILLE,NC,28804,3541,2000,56763,2,2,2,2,2,7549,0,0,0,1,3,211114,"Automotive services, nec",56763,56763,56763,56763,56763,35.621462,-82.554222,1,1,0
2023,49123879,AUTOBELL CAR WASH INC,439,667 MERRIMON AVE,ASHEVILLE,NC,28804,3541,,0,,17,2,0,,7542,0,2,0,1,3,231126,Carwashes,0,0,0,0,0,35.621761,-82.554023,1,1,0
2023,127834850,ONE DAY INC,439,670 MERRIMON AVE,ASHEVILLE,NC,28804,3543,1985,94459,2,7,2,7,2,9999,2222,0,0,1,2,210907,Nonclassifiable establishments,,,,94459,,35.62188848,-82.55463171,1,1,0
2023,123081405,BAND BOX INCORPORATED,439,669 MERRIMON AVE,ASHEVILLE,NC,28804,3541,1971,94459,2,7,2,7,2,9999,2222,0,0,1,2,210907,Nonclassifiable establishments,,,,94459,,35.62191182,-82.55443077,1,1,0
2023,27062483,AVANOTHER INC,439,675 MERRIMON AVE,ASHEVILLE,NC,28804,3541,1997,140000,2,3,2,3,2,5813,0,0,0,1,3,308,Drinking places,,,,140000,140000,35.6221383,-82.5537741,1,1,0
2023,114218947,ASHEVILLE BREWING PRPTS LLC,439,675 MERRIMON AVE,ASHEVILLE,NC,28804,3541,2009,87508,2,2,2,2,2,6512,0,0,0,1,2,231126,Nonresidential building operators,,,,87508,87508,35.6221383,-82.5537741,1,1,0
2023,106711646,NINJA BREWING INC,439,675 MERRIMON AVE,ASHEVILLE,NC,28804,3541,1999,21799,2,57,2,120,0,5812,600,1,0,1,3,231112,Eating places,18015,18015,18015,18015,19817,35.6221383,-82.5537741,1,1,0
2023,37742745,ASHEVILLE PIZZA SOUTH INC,439,675 MERRIMON AVE,ASHEVILLE,NC,28804,3541,2019,87243,2,7,2,7,2,5812,600,0,0,1,2,231210,Eating places,,87243,87243,87243,87243,35.6221383,-82.5537741,1,1,0
2023,112751036,BEER HERE NOW INC,439,675 MERRIMON AVE,ASHEVILLE,NC,28804,3541,2000,103126,2,2,2,2,2,5921,101,0,0,1,2,231126,Liquor stores,,,,103126,103126,35.6221383,-82.5537741,1,1,0
2023,942607631,BLUE RIDGE INV PARTNERS LLC,439,671 MERRIMON AVE,ASHEVILLE,NC,28804,3541,,0,,19,2,0,,5461,9901,2,0,1,3,231105,Retail bakeries,0,0,0,0,,35.622261,-82.55426,1,1,0
2023,64561639,A NEW HOPE HOME CARE INC,439,701 MERRIMON AVE,ASHEVILLE,NC,28804,2414,2011,508808,2,13,2,13,2,8082,0,0,0,1,3,231112,Home health care services,462553,508808,508808,508808,508808,35.622493,-82.554431,1,1,0
2023,20250112,HOME N ASHVILLE FMLY DENTISTRY,439,674 MERRIMON AVE,ASHEVILLE,NC,28804,3586,2018,121978,2,4,2,4,2,8021,202,0,0,1,3,231126,Offices and clinics of dentists,,27976,121978,121978,121978,35.622519,-82.554716,1,1,0
2023,50311928,SHATLEY KARL DEAN,439,674 MERRIMON AVE,ASHEVILLE,NC,28804,3586,2010,106582,2,2,0,2,0,8111,9901,0,0,1,3,231105,Legal services,106582,106582,106582,106582,106582,35.622519,-82.554716,1,1,0
2023,110149405,HEARTYS INC,439,674 MERRIMON AVE,ASHEVILLE,NC,28804,3586,2017,170832,2,8,2,8,2,5812,0,0,0,1,3,231212,Eating places,,,94459,94459,94459,35.622519,-82.554716,1,1,0
2023,106011739,SAW VENTURES MERRIMON LLC,439,674 MERRIMON AVE,ASHEVILLE,NC,28804,3586,2018,94459,2,7,2,7,2,9999,2222,0,0,1,2,231022,Nonclassifiable establishments,,94459,94459,94459,94459,35.622519,-82.554716,1,1,0
2023,30461570,WAKU WAKU EATERY,439,674 MERRIMON AVE,ASHEVILLE,NC,28804,3586,2018,95967,2,7,2,7,2,5812,500,0,0,1,3,231210,Eating places,87243,87243,95967,95967,95967,35.622519,-82.554716,1,1,0
2023,81934516,BACK YARD BURGERS,439,705 MERRIMON AVE,ASHEVILLE,NC,28804,2414,2018,96119,2,8,2,8,2,5812,307,0,0,1,3,231201,Eating places,,95967,95967,95967,95967,35.622574,-82.554318,1,1,0
2023,66938764,ASHVILLE TACOS AND TAPS,439,705 MERRIMON AVE,ASHEVILLE,NC,28804,2414,2016,95967,2,7,2,7,2,5812,112,0,0,1,3,231126,Eating places,95967,95967,95967,95967,95967,35.622574,-82.554318,1,1,0
2023,118983939,TLPJ LLC,439,707 MERRIMON AVE,ASHEVILLE,NC,28804,6628,2023,22911,2,1,0,1,0,5812,0,0,0,1,2,231119,Eating places,,,,,,35.62271,-82.553554,1,1,0
2023,23338416,ASHE HAMS INC,439,707 MERRIMON AVE,ASHEVILLE,NC,28804,6628,,0,,5,0,0,,2013,206,2,0,0,3,230528,Sausages and other prepared meats,0,0,0,0,0,35.62271,-82.553554,1,1,0
2023,126069763,TLPJ LLC,439,707 MERRIMON AVE,ASHEVILLE,NC,28804,6628,2023,94459,2,7,2,7,2,9999,2222,0,0,1,2,230411,Nonclassifiable establishments,,,,,,35.62271,-82.553554,1,1,0
2023,162988182,SWANNANOA CLEANERS,439,712 MERRIMON AVE,ASHEVILLE,NC,28804,2450,1899,252667,2,7,0,7,0,7211,0,0,0,1,3,231015,"Power laundries, family and commercial",252667,252667,252667,252667,,35.623584,-82.5548698,1,1,0
2023,884595976,NAVY UNITED STATES DEPARTMENT,439,721 MERRIMON AVE,ASHEVILLE,NC,28804,2414,,0,,1,0,0,,9711,9907,2,0,1,3,220909,National security,0,0,0,0,,35.62358931,-82.55448872,1,1,0
2023,87251199,LNM COUNSELING PLLC,439,725 MERRIMON AVE 8991,ASHEVILLE,NC,28804,2447,2023,37681,2,2,2,2,2,8099,0,0,0,1,3,231103,"Health and allied services, nec",,,,,,35.623775,-82.554054,1,1,0
2023,110990411,WNC PROPERTY MANAGEMENT LLC,439,725 MERRIMON AVE,ASHEVILLE,NC,28804,2447,2017,58050,2,2,2,2,2,8741,0,0,0,1,2,231022,Management services,58050,58050,58050,58050,58050,35.623775,-82.554054,1,1,0
2023,108325527,EXECUTIVE SAGE LLC,439,725 MERRIMON AVE,ASHEVILLE,NC,28804,2447,2018,67639,2,2,2,2,2,6411,301,0,0,1,3,231105,"Insurance agents, brokers, and service",94459,,,94459,61490,35.623775,-82.554054,1,1,0
2023,72752304,HAMLIT LLC,439,725 MERRIMON AVE,ASHEVILLE,NC,28804,2447,2018,94459,2,7,2,7,2,9999,2222,0,0,1,2,231203,Nonclassifiable establishments,,,,,94459,35.623775,-82.554054,1,1,0
2023,177862831,UNITED STATES POSTAL SERVICE,439,725 MERRIMON AVE,ASHEVILLE,NC,28804,2447,,0,,74,2,0,,4311,0,2,0,1,3,231015,U.S. Postal Service,0,0,0,0,,35.623775,-82.554054,1,1,0
2023,124339731,NEXT UP COLLECTORS LLC,439,725 MERRIMON AVE,ASHEVILLE,NC,28804,2447,2023,94459,2,7,2,7,2,9999,2222,0,0,1,2,231105,Nonclassifiable establishments,,,,,,35.623775,-82.554054,1,1,0
2023,179536037,LA NAILS & TANNING,439,714 MERRIMON AVE,ASHEVILLE,NC,28804,2450,2005,33000,2,2,0,2,0,7231,104,0,0,1,3,231015,Beauty shops,33000,33000,33000,33000,,35.623786,-82.554907,1,1,0
2023,127838693,NATIONAL APPL & SEW CTR INC,439,738 MERRIMON AVE,ASHEVILLE,NC,28804,2450,1982,94459,2,7,2,7,2,9999,2222,0,0,1,2,210907,Nonclassifiable establishments,,,,94459,,35.623962,-82.554789,1,1,0
2023,108878951,ROBEL ENTERPRISES INC,439,738 MERRIMON AVE,ASHEVILLE,NC,28804,2450,1988,28287,2,1,2,1,2,8748,0,0,0,1,3,221209,"Business consulting, nec",,,,94459,28287,35.623962,-82.554789,1,1,0
2023,73887860,MYSTIC DOME STUDIOS LLC,439,738 MERRIMON AVE,ASHEVILLE,NC,28804,2450,2019,26076,2,1,2,1,2,7299,0,0,0,1,3,231119,Miscellaneous personal services,,94459,26076,26076,26076,35.623962,-82.554789,1,1,0
2023,126577633,JACKIE C KETTLESON INC,439,740 MERRIMON AVE,ASHEVILLE,NC,28804,2450,1978,94459,2,7,2,7,2,9999,2222,0,0,1,2,210907,Nonclassifiable establishments,,,,94459,,35.624302,-82.554552,1,1,0
2023,95870982,SLEEPWORLD MERRIMON AVE INC,439,740 MERRIMON AVE,ASHEVILLE,NC,28804,2450,2019,85859,2,2,2,2,2,5712,102,0,0,1,3,230924,Furniture stores,,94459,94459,85859,85859,35.624302,-82.554552,1,1,0
2023,100899796,EARLY GIRL NORTH ASHEVILLE,439,1020 MERRIMON AVE STE 106,ASHEVILLE,NC,28804,2361,2019,90739,2,5,2,5,2,5812,0,0,0,1,3,221023,Eating places,,,94459,94459,90739,35.6246501,-82.5543418,1,1,0
2023,58022490,EDWARD D JONES & CO LP,439,1020 MERRIMON AVE STE 101,ASHEVILLE,NC,28804,2361,,0,,2,0,0,,6211,102,2,0,1,3,231022,Security brokers and dealers,0,0,0,0,0,35.6246501,-82.5543418,1,1,0
2023,125425340,SNUGGELOPE LLC,439,1020 MERRIMON AVE STE 102,ASHEVILLE,NC,28804,2361,2023,32773,2,1,2,1,2,7389,1800,0,0,1,3,231209,"Business services, nec",,,,,,35.6246501,-82.5543418,1,1,0
2023,94844848,SHEEHY DECLAN J,439,1020 MERRIMON AVE STE 101,ASHEVILLE,NC,28804,2361,2019,94355,2,2,2,2,2,6282,0,0,0,1,2,231022,Investment advice,,,94355,94355,94355,35.6246501,-82.5543418,1,1,0
2023,99457726,GOLF COURSE BROKER LLC,439,1020 MERRIMON AVE STE 103,ASHEVILLE,NC,28804,2361,2023,20783,2,1,2,1,2,7999,203,0,0,1,2,230913,"Amusement and recreation, nec",,,,,,35.6246501,-82.5543418,1,1,0
2023,114320451,MANDELL CONSULTING INC,439,1020 MERRIMON AVE STE 103,ASHEVILLE,NC,28804,2361,2019,28287,2,1,2,1,2,8748,0,0,0,1,2,231029,"Business consulting, nec",,,28287,28287,28287,35.6246501,-82.5543418,1,1,0
2023,623234221,ARCH THE,439,1020 MERRIMON AVE STE 103,ASHEVILLE,NC,28804,2361,2006,80335,2,1,0,1,0,5999,201,0,0,1,3,231029,"Miscellaneous retail stores, nec",82754,82754,82754,82754,,35.6246501,-82.5543418,1,1,0
2023,927271721,WAGAMUFFIN LLC,439,1020 MERRIMON AVE STE 102,ASHEVILLE,NC,28804,2361,2016,187617,2,3,2,3,2,7389,0,0,0,1,3,231203,"Business services, nec",103905,103905,187617,187617,,35.6246501,-82.5543418,1,1,0
2023,66862738,WAGGERS DOG DEPOT INC,439,1020 MERRIMON AVE STE 102,ASHEVILLE,NC,28804,2361,2016,31261,2,3,2,3,2,752,9901,0,0,1,3,231203,Animal specialty services,28419,28419,28419,28419,28419,35.6246501,-82.5543418,1,1,0
2023,20687432,ASHEVILLE ENTERPRISE NC INC,439,1010 MERRIMON AVE STE 101,ASHEVILLE,NC,28804,2357,2020,101106,2,2,2,2,2,5999,0,0,0,1,3,231213,"Miscellaneous retail stores, nec",,,94459,94459,94459,35.6246527,-82.5543419,1,1,0
2023,127090504,CAROLINA MOTOR CLUB INC,439,1000 MERRIMON AVE STE D,ASHEVILLE,NC,28804,2357,,0,,11,0,0,,8699,9903,2,0,1,3,210704,"Membership organizations, nec",,,0,0,,35.6246552,-82.554342,1,1,0
2023,77486590,AMERICAN AUTOMOBILE ASSN,439,1000 MERRIMON AVE STE B,ASHEVILLE,NC,28804,2357,2001,141342,2,2,0,2,0,6411,0,0,0,1,3,231203,"Insurance agents, brokers, and service",371776,141342,141342,141342,141342,35.6246552,-82.554342,1,1,0
2023,801361408,BLUE RIDGE ACUPUNCTURE CLINIC,439,959 MERRIMON AVE STE 203,ASHEVILLE,NC,28804,2465,2007,155803,2,4,0,4,0,8049,9901,0,0,1,3,231029,Offices of health practitioner,156631,155803,155803,155803,,35.6246658,-82.5543423,1,1,0
2023,100676785,BECOMNG CNSLING WELLNESS PLLC,439,959 MERRIMON AVE STE 3B,ASHEVILLE,NC,28804,2415,2018,38215,2,2,2,2,2,8099,0,0,0,1,3,231203,"Health and allied services, nec",,34741,38215,38215,38215,35.6246658,-82.5543423,1,1,0
2023,21245263,LIVING QI LLC,439,959 MERRIMON AVE STE 203,ASHEVILLE,NC,28804,2465,2008,76386,2,2,0,2,0,5499,100,0,0,1,3,231205,Miscellaneous food stores,69442,69442,69442,69442,69442,35.6246658,-82.5543423,1,1,0
2023,106528438,AXA ADVISORS LLC,439,959 MERRIMON AVE STE 202,ASHEVILLE,NC,28804,2353,,0,,2,0,0,,6798,0,2,0,1,3,170219,Real estate investment trusts,0,0,0,0,0,35.6246658,-82.5543423,1,1,0
2023,101030098,TREK AVL LLC,439,959 MERRIMON AVE BLDG A,ASHEVILLE,NC,28804,2353,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,231119,Nonclassifiable establishments,,,94459,94459,94459,35.6246658,-82.5543423,1,1,0
2023,128146650,GOLDEN EAGLE MENTORING LLC,439,959 MERRIMON AVE BLDG A,ASHEVILLE,NC,28804,2353,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,231126,Nonclassifiable establishments,,,94459,94459,,35.6246658,-82.5543423,1,1,0
2023,48129576,QUEEN TIM PI AGENCY INSURANCE,439,959 MERRIMON AVE STE 202,ASHEVILLE,NC,28804,2353,1995,214832,2,2,0,2,0,6411,0,0,0,1,3,231126,"Insurance agents, brokers, and service",214832,214832,214832,214832,214832,35.6246658,-82.5543423,1,1,0
2023,108994803,ASHEVLLE CMNTY THRAPY CTR PLLC,439,959 MERRIMON AVE BLDG B,ASHEVILLE,NC,28804,2353,2022,32921,2,2,2,2,2,8322,601,0,0,1,2,231115,Individual and family services,,,,,,35.6246658,-82.5543423,1,1,0
2023,847590788,SHULTS GLEN C,439,959 MERRIMON AVE STE 204,ASHEVILLE,NC,28804,2364,2000,174518,2,2,0,2,0,8111,9901,0,0,1,3,231015,Legal services,167625,167625,174518,174518,,35.6246658,-82.5543423,1,1,0
2023,95728946,URBAN NEWS,439,959 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2353,2017,62990,2,2,2,2,2,2711,100,0,0,0,2,231029,Newspapers,62990,62990,62990,62990,62990,35.6246658,-82.5543423,1,1,0
2023,162988133,KUTTERS EDGE LLC,439,959 MERRIMON AVE STE 104B,ASHEVILLE,NC,28804,2466,1979,25163,2,1,0,1,0,7231,0,0,0,1,3,231020,Beauty shops,30000,30000,30000,30000,,35.6246658,-82.5543423,1,1,0
2023,109125421,CAROLYN NGUYEN INC,439,946 MERRIMON AVE STE 110,ASHEVILLE,NC,28804,2360,2023,94459,2,7,2,7,2,9999,2222,0,0,1,2,231115,Nonclassifiable establishments,,,,,,35.6246691,-82.5543424,1,1,0
2023,124592967,KHANG HY CORPORATION,439,946 MERRIMON AVE STE 110,ASHEVILLE,NC,28804,2360,2020,92356,2,6,2,6,2,9999,2222,0,0,1,3,231001,Nonclassifiable establishments,,,94459,94459,,35.6246691,-82.5543424,1,1,0
2023,116369050,MITCOM INC,439,860 MERRIMON AVE STE 324,ASHEVILLE,NC,28804,2405,1987,94459,2,7,2,7,2,9999,2222,0,0,1,2,210902,Nonclassifiable establishments,,,,94459,94459,35.6246911,-82.554343,1,1,0
2023,116116467,KEYCOM INC,439,860 MERRIMON AVE STE 324,ASHEVILLE,NC,28804,2405,1988,94459,2,7,2,7,2,9999,2222,0,0,1,2,210902,Nonclassifiable establishments,,,,94459,94459,35.6246911,-82.554343,1,1,0
2023,129543848,TERRACE HOLDINGS LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2017,181660,2,3,2,3,2,6512,0,0,0,1,3,231212,Nonresidential building operators,,,,94459,,35.6247001,-82.5543433,1,1,0
2023,130417693,DIGITAL MANNA MINISTRIES INC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2015,25282,2,1,2,1,2,8661,0,0,0,1,2,231015,Religious organizations,,,,25282,,35.6247001,-82.5543433,1,1,0
2023,130431342,BALDWIN TWNHOME INVSTMENTS LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2018,80125,2,2,2,2,2,6799,0,0,0,1,2,231015,"Investors, nec",,,,80125,,35.6247001,-82.5543433,1,1,0
2023,130429770,LIBERTAS ARTS & DESIGN LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2021,27976,2,1,2,1,2,7389,1800,0,0,1,2,210907,"Business services, nec",,,,27976,,35.6247001,-82.5543433,1,1,0
2023,130435749,PINNACLE RIDGE HOLDINGS LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2004,136438,2,2,2,2,2,6531,0,0,0,1,3,231210,Real estate agents and managers,,,,94459,,35.6247001,-82.5543433,1,1,0
2023,110107902,CHOICE CARE YOUR WAY LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2017,61593,2,3,2,3,2,8082,0,0,0,1,3,231206,Home health care services,,,94459,94459,94459,35.6247001,-82.5543433,1,1,0
2023,110127290,80 CHARLOTTE STREET LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2018,168559,2,3,2,3,2,6512,0,0,0,1,3,231211,Nonresidential building operators,,,94459,94459,94459,35.6247001,-82.5543433,1,1,0
2023,619446300,CONICAL VALVE LLC,439,825 MERRIMON AVE STE 12C,ASHEVILLE,NC,28804,2464,2006,79342,2,3,2,3,2,9999,2222,0,0,1,3,230430,Nonclassifiable establishments,,,79342,79342,,35.6247001,-82.5543433,1,1,0
2023,21273279,CAROLINA EYE CARE ON MRRMON OD,439,825 MERRIMON AVE STE B,ASHEVILLE,NC,28804,2467,2012,357478,2,3,0,3,0,8042,0,0,0,1,3,231203,Offices and clinics of optometrists,391081,391081,397198,357478,357478,35.6247001,-82.5543433,1,1,0
2023,13481025,PINECROFT AVL LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,230827,Nonclassifiable establishments,,,94459,94459,94459,35.6247001,-82.5543433,1,1,0
2023,14579109,DAMON & SON MEDIA GRP INC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2020,20748,2,1,2,1,2,4899,0,0,0,1,2,231126,"Communication services, nec",,,20748,20748,20748,35.6247001,-82.5543433,1,1,0
2023,127011052,NOLICHUCKY RIVER GROUP LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2022,94459,2,7,2,7,2,9999,2222,0,0,1,2,230418,Nonclassifiable establishments,,,,,,35.6247001,-82.5543433,1,1,0
2023,126590440,S AND J WAGNER CORP,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2020,94459,2,7,2,7,2,9999,2222,0,0,1,2,210907,Nonclassifiable establishments,,,,94459,,35.6247001,-82.5543433,1,1,0
2023,127833662,GOOD BONES LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2015,64686,2,3,2,3,2,8399,9901,0,0,1,3,220524,"Social services, nec",,,,94459,,35.6247001,-82.5543433,1,1,0
2023,110190957,BENTLEY BEAMER GROUP LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2016,94459,2,7,2,7,2,9999,2222,0,0,1,3,211216,Nonclassifiable establishments,,,94459,94459,94459,35.6247001,-82.5543433,1,1,0
2023,110255094,60 FLINT STREET PARTNERS LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2017,121699,2,2,2,2,2,6799,0,0,0,1,3,231212,"Investors, nec",,,94459,94459,94459,35.6247001,-82.5543433,1,1,0
2023,73386160,ATRIUM CONSTRUCTION LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2022,80720,2,1,2,1,2,1521,0,0,0,1,3,230823,Single-family housing construction,,,,,75195,35.6247001,-82.5543433,1,1,0
2023,73910196,BWCT LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2017,161300,2,2,2,2,2,5199,0,0,0,1,3,231209,"Nondurable goods, nec",,,,,94459,35.6247001,-82.5543433,1,1,0
2023,73960983,INNOVTIVE GODS PDTS FOR HM BUS,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2021,36866,2,2,2,2,2,7822,0,0,0,1,2,220404,Motion picture and tape distribution,,,,,36866,35.6247001,-82.5543433,1,1,0
2023,73968988,MARDELL CIRCLE LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2014,94459,2,7,2,7,2,9999,2222,0,0,1,3,231119,Nonclassifiable establishments,,,,,94459,35.6247001,-82.5543433,1,1,0
2023,85055355,DEANNE D LVSON AMERCN ANTQ INC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2019,97156,2,6,2,6,2,9999,2222,0,0,1,3,230910,Nonclassifiable establishments,,94459,94459,94459,94459,35.6247001,-82.5543433,1,1,0
2023,92957194,UPS STORE,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2457,2020,72083,2,2,2,2,2,7389,1603,0,0,1,3,231126,"Business services, nec",,,59573,59573,59573,35.6247001,-82.5543433,1,1,0
2023,105721126,SIMPLE LIVING HOMES LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2019,139988,2,2,2,2,2,1521,101,0,0,1,3,231119,Single-family housing construction,,94459,94459,139988,139988,35.6247001,-82.5543433,1,1,0
2023,111375271,MDD ENTERPRISES LLC,439,825 MERRIMON AVE STE 337,ASHEVILLE,NC,28804,2464,2018,27976,2,1,2,1,2,7389,0,0,0,1,2,230924,"Business services, nec",,27976,27976,27976,27976,35.6247001,-82.5543433,1,1,0
2023,24441788,NUTGRAF PRODUCTIONS LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2008,43440,2,2,2,2,2,7822,0,0,0,1,3,231022,Motion picture and tape distribution,,,,,43440,35.6247001,-82.5543433,1,1,0
2023,27370418,BLOOM EMBODIED WELLBEING LLC,439,825 MERRIMON AVE STE C173,ASHEVILLE,NC,28804,2464,2021,94459,2,7,2,7,2,9999,2222,0,0,1,2,211203,Nonclassifiable establishments,,,,94459,94459,35.6247001,-82.5543433,1,1,0
2023,55015685,MIRABELLE MARKETING GRP INC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2021,34669,2,1,2,1,2,8742,300,0,0,1,2,230827,Management consulting services,,,,34669,34669,35.6247001,-82.5543433,1,1,0
2023,48901739,ROMEO KILO GOLF LLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2019,20783,2,1,2,1,2,7999,203,0,0,1,2,230827,"Amusement and recreation, nec",,,20783,20783,20783,35.6247001,-82.5543433,1,1,0
2023,110790087,CONSCIOUS GATE PR LLP,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2016,94459,2,7,2,7,2,9999,2222,0,0,1,2,231112,Nonclassifiable establishments,,,,94459,94459,35.6247001,-82.5543433,1,1,0
2023,107304546,BLA BLA BLALOCK HEALTH & BUTY,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2020,34741,2,2,2,2,2,8099,0,0,0,1,2,231126,"Health and allied services, nec",,,34741,34741,34741,35.6247001,-82.5543433,1,1,0
2023,110812827,HAILEY HEIL COUNSELING PLLC,439,825 MERRIMON AVE STE C,ASHEVILLE,NC,28804,2467,2020,52771,2,2,2,2,2,8322,600,0,0,1,3,231022,Individual and family services,,,,94459,94459,35.6247001,-82.5543433,1,1,0
